Date time,Volume [mV],Light_Level [Ohms],Temperature-DHT [Celsius],Pressure [Hectopascal],Temperature-BMP [Celsius],Relative_Humidity [%],Air_Quality [Ohms],Carbon_Monoxide [Ohms],Nitrogen_Dioxide [Ohms]
2016-11-27 21:52:59,92.90322581,10220000,26.77999954,1028.325168,25.02,28.51500006,37248.59795,244710.9328,15156.87956
2016-11-27 21:57:59,96.77419355,10220000,26.73500023,1028.361842,24.925,28.45999985,37437.67833,260163.4553,15306.52311
2016-11-27 22:03:00,89.83870968,10220000,26.70500059,1028.324666,24.985,28.48499994,37544.75244,254878.0897,15394.25989
2016-11-27 22:08:00,99.35483871,10220000,26.56000023,1028.366363,25.1,28.6050004,38517.94173,274132.4419,15739.9718
2016-11-27 22:13:00,93.22580645,10220000,26.48999996,1028.40153,25.045,28.69500055,38585.15906,269920.0153,15977.79794
2016-11-27 22:18:00,105.9677419,10220000,26.45999985,1028.43318,25.05,28.73500013,38494.98218,274471.7711,16133.93805
2016-11-27 22:23:01,95.48387097,10220000,26.57000027,1028.451265,24.92,28.54000015,37899.39507,265986.2626,16190.53452
2016-11-27 22:28:01,92.90322581,10220000,26.53000011,1028.496479,25.11,28.58500032,38346.19571,272661.5762,16244.34172
2016-11-27 22:33:01,140.8064516,10220000,26.43499975,1028.509541,25.095,28.67000065,38676.84911,277219.2198,16424.36654
2016-11-27 22:38:01,106.6129032,10220000,26.51500006,1028.542195,25.045,28.5250001,37925.11132,271321.0688,16430.73737
2016-11-27 22:43:02,96.29032258,10220000,26.56000023,1028.547722,25,28.39999962,37888.66039,269253.4507,16427.33091
2016-11-27 22:48:02,101.4516129,10220000,26.59000034,1028.563798,25.075,28.36499949,38393.21755,279309.8758,16520.08531
2016-11-27 22:53:02,93.70967742,10220000,26.58000031,1028.641666,25,28.34999962,37794.69031,272659.9955,16599.10714
2016-11-27 22:58:03,95.32258065,10220000,26.57500029,1028.759223,25.04,28.28499975,37936.15971,275381.5867,16654.68151
2016-11-27 23:03:03,92.74193548,10220000,26.56000023,1028.801925,25.06,28.28999996,38222.58875,279327.9265,16713.7517
2016-11-27 23:08:03,97.90322581,10220000,26.62500048,1028.841612,25.035,28.20500031,37778.31513,267127.3072,16568.1483
2016-11-27 23:13:03,91.4516129,10220000,26.68000069,1028.926012,25.005,28.11000042,37772.69247,268638.2762,16509.51004
2016-11-27 23:18:04,91.4516129,10220000,26.68500071,1028.921491,24.995,28.09500036,37985.69511,265658.1756,16441.02734
2016-11-27 23:23:04,97.90322581,10220000,26.60000038,1028.959671,25,28.15000048,38207.05825,271264.1658,16444.64629
2016-11-27 23:28:04,93.38709677,10220000,26.55000019,1028.98479,24.955,28.23000002,37824.11796,273478.5969,16592.20543
2016-11-27 23:33:04,96.29032258,10220000,26.51000004,1029.089787,24.97,28.26499977,37906.68543,269816.4292,16630.35408
2016-11-27 23:38:05,90.16129032,8941250,26.52000008,1029.075218,24.995,28.23000031,37664.81703,274078.8146,16637.41826
2016-11-27 23:43:05,94.67741935,10220000,26.51500006,1029.126963,24.965,28.20000076,37819.63586,263181.3693,16550.88462
2016-11-27 23:48:05,95.96774194,10220000,26.5250001,1029.218898,24.93,28.2050005,37809.60025,269910.5975,16557.76813
2016-11-27 23:53:05,94.35483871,10220000,26.51000004,1029.217893,24.905,28.18000069,37862.09797,264736.3082,16526.68394
2016-11-27 23:58:06,93.5483871,10220000,26.50500002,1029.230453,24.85,28.14500055,38104.72491,267585.5558,16574.92425
2016-11-28 0:03:06,97.58064516,10220000,26.47999992,1029.304805,24.83,28.20000076,37977.57006,259956.8854,16475.41044
2016-11-28 0:08:06,96.77419355,10220000,26.47999992,1029.313345,24.815,28.18500071,38221.21899,261699.0334,16311.77367
2016-11-28 0:13:06,157.0967742,10220000,26.5,1029.397242,24.805,28.14000053,37788.73956,259394.4307,16305.34444
2016-11-28 0:18:07,92.74193548,10220000,26.45999985,1029.342483,24.815,28.12500048,37622.06088,252134.9145,16093.72058
2016-11-28 0:23:07,98.38709677,10220000,26.38999958,1029.341981,24.78,28.1300005,38312.25646,261957.2462,16160.43123
2016-11-28 0:28:07,94.35483871,10220000,26.38999958,1029.356047,24.785,28.14000053,38292.80938,260224.0258,16240.95291
2016-11-28 0:33:07,94.03225806,10220000,26.23000002,1029.339469,24.76,28.41999998,38261.52585,253622.7327,16177.32302
2016-11-28 0:38:08,96.61290323,10220000,26.18500052,1029.381668,24.625,28.56000023,38623.11276,248456.9562,15954.77421
2016-11-28 0:43:08,94.83870968,10220000,26.15500059,1029.383678,24.535,28.58500032,38510.30938,249081.3355,15807.35408
2016-11-28 0:48:08,97.90322581,10220000,26.15500059,1029.449489,24.565,28.61000042,38136.79217,248339.5973,15742.36421
2016-11-28 0:53:08,92.41935484,10220000,26.11500044,1029.418844,24.475,28.61000042,38280.40664,240637.0079,15616.84009
2016-11-28 0:58:09,94.51612903,10220000,26.13500052,1029.452001,24.415,28.57000027,37678.90409,244550.2429,15511.22195
2016-11-28 1:03:09,98.38709677,10220000,26.07500029,1029.526353,24.395,28.68000031,38105.73102,245999.8946,15543.11097
2016-11-28 1:08:09,92.90322581,10220000,26.01500006,1029.613264,24.325,28.66500063,38253.92044,246363.9575,15575.01598
2016-11-28 1:13:09,106.4516129,10220000,26.01000004,1029.666516,24.31,28.66500063,38248.55368,247104.6617,15578.20489
2016-11-28 1:18:10,94.51612903,10220000,26,1029.587141,24.3,28.6300005,38159.19212,247743.2004,15616.66353
2016-11-28 1:23:10,98.06451613,10220000,25.96999989,1029.642905,24.245,28.54000015,37826.10472,246898.9962,15626.2782
2016-11-28 1:28:10,94.35483871,10220000,26,1029.593672,24.24,28.5250001,37872.29974,248905.0311,15652.04625
2016-11-28 1:33:11,91.29032258,10220000,26.07500029,1029.648431,24.285,28.39999962,37166.13766,250709.6238,15781.30894
2016-11-28 1:38:11,97.41935484,10220000,26.10000038,1029.643909,24.285,28.34499941,37204.0836,250961.6202,15843.19288
2016-11-28 1:43:11,94.51612903,10220000,26.03500013,1029.690631,24.23,28.30999956,36876.57405,250842.8403,15905.32406
2016-11-28 1:48:11,152.2580645,10220000,26.0250001,1029.748906,24.295,28.24000034,36626.81247,259847.5719,16094.07646
2016-11-28 1:53:12,96.77419355,10220000,25.95999985,1029.837325,24.25,28.22500019,37181.74168,253191.6321,16143.79629
2016-11-28 1:58:12,94.51612903,10220000,25.99499998,1029.849884,24.205,28.20000038,36803.76518,254435.5545,16127.00771
2016-11-28 2:03:12,96.4516129,10220000,25.99499998,1029.894093,24.3,28.14000053,36683.37323,254754.5662,16183.82589
2016-11-28 2:08:12,93.5483871,10220000,26.03000011,1029.944331,24.225,28.08000031,36864.95611,253982.3812,16207.289
2016-11-28 2:13:13,93.06451613,10220000,26.05000019,1029.956891,24.235,28.03500013,36738.21581,255641.5747,16291.5269
2016-11-28 2:18:13,96.4516129,10220000,25.98499994,1030.00964,24.21,28.09000034,36834.42154,252783.8875,16274.61694
2016-11-28 2:23:13,95.96774194,10220000,25.99499998,1030.066911,24.15,28.03000021,36506.40053,258538.9561,16342.25678
2016-11-28 2:28:13,96.4516129,10220000,25.97999992,1030.131718,24.185,27.94000015,36601.54758,261406.6816,16502.69726
2016-11-28 2:33:14,90,10220000,25.93999977,1030.228677,24.155,27.82000046,36516.05322,262175.85,16602.58489
2016-11-28 2:38:14,98.5483871,10220000,25.94499979,1030.273389,24.145,27.76500015,36521.19785,263656.7568,16682.37773
2016-11-28 2:43:14,91.4516129,10220000,25.89999962,1030.373864,24.065,27.66500063,36505.83058,261002.8211,16734.65545
2016-11-28 2:48:14,93.70967742,10220000,25.88999958,1030.35829,23.995,27.67000065,36676.88804,262374.9103,16752.15429
2016-11-28 2:53:15,93.70967742,10220000,25.8699995,1030.362309,23.975,27.67000065,36515.94952,265675.9396,16832.83995
2016-11-28 2:58:15,103.7096774,10220000,25.82499933,1030.376878,24.035,27.71500053,36581.41286,268147.8328,16960.13891
2016-11-28 3:03:15,94.51612903,10220000,25.80999928,1030.382404,24.03,27.70000076,36616.44993,266192.088,17017.0959
2016-11-28 3:08:15,90.16129032,10220000,25.79999924,1030.486397,23.955,27.70000076,36616.51894,268782.8022,17052.79986
2016-11-28 3:13:16,89.83870968,10220000,25.79999924,1030.50197,23.935,27.72000046,36631.64671,265107.6536,17074.27897
2016-11-28 3:18:16,96.29032258,10220000,25.78999939,1030.519051,23.88,27.67000065,36651.79818,268550.0428,17085.04694
2016-11-28 3:23:16,130.9677419,10220000,25.79999924,1030.563763,23.91,27.64500055,36621.83985,273444.9343,17258.46715
2016-11-28 3:28:16,111.6129032,10220000,25.79499931,1030.577829,23.795,27.62000046,36671.98497,273130.7797,17320.11765
2016-11-28 3:33:17,93.22580645,10220000,25.76499977,1030.571801,23.815,27.60000038,36803.74906,274455.253,17382.27409
2016-11-28 3:38:17,99.35483871,10220000,25.74000015,1030.633091,23.815,27.60000038,36890.14693,277966.3547,17518.57074
2016-11-28 3:43:17,95.32258065,10220000,25.77499962,1030.673281,23.745,27.56000023,36946.10399,275665.0864,17574.18409
2016-11-28 3:48:18,91.93548387,10220000,25.70500069,1030.651679,23.705,27.60000038,37124.77527,280449.7258,17701.09866
2016-11-28 3:53:18,95.96774194,10220000,25.65500059,1030.683329,23.695,27.60000038,37335.68497,276688.4885,17734.87761
2016-11-28 3:58:18,94.83870968,10220000,25.64000053,1030.717993,23.61,27.58500032,37228.06007,274961.9407,17689.85937
2016-11-28 4:03:18,96.77419355,10220000,25.60000038,1030.761197,23.6,27.53500013,37449.57099,278849.2218,17742.41119
2016-11-28 4:08:19,98.38709677,10220000,25.60000038,1030.85263,23.59,27.55000019,37346.05233,279400.5527,17821.65748
2016-11-28 4:13:19,92.09677419,10220000,25.60000038,1030.885787,23.54,27.51500006,37444.89452,277442.0194,17836.80675
2016-11-28 4:18:19,95.48387097,10220000,25.60000038,1030.911408,23.585,27.5250001,37522.29242,280631.1444,17908.97291
2016-11-28 4:23:19,92.90322581,10220000,25.59500036,1030.927986,23.485,27.5,37621.11431,282368.6447,17989.10847
2016-11-28 4:28:20,93.06451613,10220000,25.60000038,1030.899351,23.515,27.5,37408.06266,283826.4845,18077.44618
2016-11-28 4:33:20,94.83870968,10220000,26.86000032,1030.959134,23.485,27.4749999,37475.49123,281063.3293,18077.44618
2016-11-28 4:38:20,93.5483871,10220000,25.5250001,1030.964158,23.455,27.4749999,37622.9091,281957.351,18139.25698
2016-11-28 4:43:20,92.90322581,10220000,26.78500004,1031.024443,23.415,27.44999981,37631.75698,282795.4775,18150.84915
2016-11-28 4:48:21,90.48387097,10220000,25.48999996,1031.039514,23.335,27.5,37856.21403,284383.3002,18220.76491
2016-11-28 4:53:21,94.83870968,10220000,25.44499979,1031.077193,23.36,27.5,37866.96826,282403.1715,18255.77599
2016-11-28 4:58:21,96.4516129,10220000,25.43499975,1031.134464,23.39,27.46499987,37730.6156,287143.4057,18345.88703
2016-11-28 5:03:21,155.483871,10220000,25.40999966,1031.211327,23.23,27.43999977,38242.86412,289637.2039,18476.25388
2016-11-28 5:08:22,100.8064516,10220000,25.39999962,1031.285679,23.255,27.41999969,38152.29894,285576.2344,18460.20195
2016-11-28 5:13:22,95.96774194,10220000,25.35499945,1031.34295,23.28,27.39999962,38030.69765,285737.6713,18479.99071
2016-11-28 5:18:22,93.22580645,10220000,25.38999958,1031.396202,23.23,27.39999962,38322.55696,288403.3981,18579.42115
2016-11-28 5:23:22,93.5483871,10220000,25.3949996,1031.444933,23.2,27.35499945,38445.18811,288509.2957,18635.49636
2016-11-28 5:28:23,92.58064516,10220000,25.34499941,1031.469549,23.17,27.38499956,38471.96038,290226.4995,18707.78255
2016-11-28 5:33:23,97.25806452,10220000,25.29999924,1031.496678,23.12,27.37499952,38344.15297,287940.3187,18723.92647
2016-11-28 5:38:23,92.41935484,10220000,25.24000015,1031.499692,23.16,27.39999962,38354.64434,281154.3076,18655.55212
2016-11-28 5:43:23,99.83870968,10220000,25.28499947,1031.517275,23.125,27.36499949,38269.05315,287104.9244,18703.75791
2016-11-28 5:48:24,95.32258065,10220000,25.26999969,1031.569523,23.09,27.31499929,38498.67481,286635.3852,18752.14433
2016-11-28 5:53:24,96.12903226,10220000,25.20500069,1031.640358,23.015,27.35499945,38633.16247,287997.4932,18772.38091
2016-11-28 5:58:24,94.19354839,10220000,25.20500069,1031.664472,23.005,27.30999928,38493.8939,289074.6523,18841.32251
2016-11-28 6:03:25,92.74193548,10220000,25.18500071,1031.696624,23.015,27.29999924,38446.04508,292466.0007,18963.89002
2016-11-28 6:08:25,98.5483871,10220000,25.20000076,1031.733298,23.03,27.29999924,38365.17473,290581.4217,19033.68449
2016-11-28 6:13:25,91.61290323,10220000,25.17500067,1031.742341,22.97,27.28999939,38741.18576,288563.6944,19021.33499
2016-11-28 6:18:25,93.70967742,10220000,25.1050004,1031.764445,23.18,27.24500008,38402.53512,284811.6367,19029.63796
2016-11-28 6:23:26,97.09677419,10220000,25.10000038,1031.836787,23.2,27.27999954,38343.62196,282979.8366,18980.263
2016-11-28 6:28:26,94.67741935,10220000,25.07000027,1031.844323,23.175,27.29999924,38211.00412,279855.8325,18910.63094
2016-11-28 6:33:26,96.61290323,10220000,25.01500006,1031.876978,23.235,27.29999924,38408.32153,282629.1193,18959.72701
2016-11-28 6:38:26,149.8387097,10220000,25.09000034,1031.909632,23.15,27.21000061,38499.43493,284551.9116,19038.12938
2016-11-28 6:43:27,95.32258065,10220000,25.00500002,1031.917168,23.175,27.28499947,38434.8489,282844.7937,19029.6149
2016-11-28 6:48:27,96.29032258,10220000,25.02000008,1031.936761,23.24,27.26999969,38359.59762,281819.5976,19087.33974
2016-11-28 6:53:27,92.58064516,10220000,24.9749999,1031.990013,23.2,27.29999924,38509.60477,279505.352,19041.91749
2016-11-28 6:58:27,95.48387097,10220000,24.96999989,1032.056326,23.075,27.24500008,38552.46603,278732.2255,19000.79899
2016-11-28 7:03:28,94.67741935,10220000,24.79500008,1032.079938,23.035,27.34499969,39422.23354,278197.6313,18906.60688
2016-11-28 7:08:28,99.83870968,9964250,24.75,1032.14374,23.145,27.41999969,39643.69446,286702.1209,19029.56799
2016-11-28 7:13:28,98.38709677,5190250,24.83499985,1032.178404,23.255,27.57000027,38408.03062,276685.7045,18931.16674
2016-11-28 7:18:28,93.5483871,3655750,24.98999996,1032.240197,23.475,27.50500002,37836.21841,270393.3607,18748.57356
2016-11-28 7:23:29,96.61290323,6469000,25.16500063,1032.291439,23.655,27.44999981,36977.26045,265299.9627,18452.44048
2016-11-28 7:28:29,95.16129032,5360750,25.20000076,1032.326606,23.705,27.37999954,36819.8913,263065.9754,18213.00127
2016-11-28 7:33:29,107.7419355,4082000,25.28499947,1032.325601,23.87,27.26499977,36666.97748,260977.7126,18077.4674
2016-11-28 7:38:29,95.32258065,2368475,25.34499941,1032.389905,23.915,27.12000046,36607.21606,264394.0084,18042.79693
2016-11-28 7:43:30,90.96774194,1247677.381,26.71499977,1032.419043,24.06,27.02000008,36962.77157,264813.1742,18000.5951
2016-11-28 7:48:30,96.77419355,585323.9659,26.83000021,1032.508969,24.12,26.87999954,37316.34484,260754.8739,17939.39563
2016-11-28 7:53:30,97.41935484,264548.6393,25.62000046,1032.598392,24.205,26.77499962,37606.96632,261819.3896,17897.56957
2016-11-28 7:58:30,95,128305.0807,25.69500074,1032.674753,24.275,26.73000031,38021.36751,259301.6566,17855.7849
2016-11-28 8:03:31,94.03225806,67720.18011,25.78999939,1032.752622,24.295,26.6300005,38311.97245,259601.7769,17802.70036
2016-11-28 8:08:31,100,39227.44525,25.80499926,1032.860131,24.395,26.58500032,38510.23324,259128.2978,17780.09962
2016-11-28 8:13:31,153.3870968,25023.72315,25.8949996,1032.939004,24.435,26.51000004,38222.13895,257811.328,17768.86083
2016-11-28 8:18:32,103.5483871,17246.64353,25.91999969,1033.002806,24.46,26.7800004,37978.58715,256542.5141,17652.39508
2016-11-28 8:23:32,96.93548387,12691.03912,25.96999989,1033.105291,24.45,26.91000023,37351.28866,255928.5705,17603.93385
2016-11-28 8:28:32,102.7419355,9820.247712,25.96999989,1033.174619,24.47,26.99500027,37606.17726,257699.3433,17615.15294
2016-11-28 8:33:32,89.83870968,7953.1287,25.98499994,1033.242942,24.58,27.1050004,37601.70371,258251.7408,17689.85937
2016-11-28 8:38:33,95.96774194,6675.167552,26.08000031,1033.299711,24.55,27.12000046,37585.44504,260640.0146,17712.33795
2016-11-28 8:43:33,92.58064516,5768.39099,26.10000038,1033.428822,24.58,27.12500048,37617.35928,257629.4798,17659.88794
2016-11-28 8:48:33,90.96774194,5093.659815,26.06000023,1033.513724,24.635,27.34000006,37341.87501,260168.432,17678.62008
2016-11-28 8:53:33,95.32258065,4580.088616,26.09500036,1033.551904,24.585,27.2949995,37254.01425,257928.6918,17652.39508
2016-11-28 8:58:34,89.19354839,4184.317115,26.09500036,1033.566473,24.505,27.28999939,37104.20095,258339.7464,17644.92242
2016-11-28 9:03:34,92.74193548,3908.670612,26.06500025,1033.635299,24.535,27.27999954,35827.19946,260747.4928,17693.6058
2016-11-28 9:08:34,93.5483871,3599.541501,26.10000038,1033.737784,24.43,27.18000069,35801.96497,251391.372,17600.32831
2016-11-28 9:13:34,94.67741935,3397.253626,26.03500013,1033.840269,24.33,27.20500069,35460.83127,255620.5026,17581.69682
2016-11-28 9:18:35,98.38709677,3247.109626,25.94999981,1033.906583,24.3,27.1249999,35787.44362,264759.7657,17810.45975
2016-11-28 9:23:35,97.09677419,3122.199,25.90499964,1033.955816,24.29,26.96499987,36271.46759,269076.1236,18012.18676
2016-11-28 9:28:35,114.0322581,3014.522423,25.89999962,1034.097989,24.21,26.88999958,36390.63362,270103.1752,18162.5267
2016-11-28 9:33:35,94.19354839,2905.357218,25.88999958,1034.218057,24.24,26.87499952,36783.1937,269864.666,18271.49719
2016-11-28 9:38:36,98.22580645,2785.177238,25.76000004,1034.283366,24.325,27.07000027,36905.50229,275239.9013,18452.4403
2016-11-28 9:43:36,97.90322581,2687.647917,25.72500038,1034.334106,24.25,27.09000034,37279.35922,278001.6793,18627.78377
2016-11-28 9:48:36,98.5483871,2592.361806,25.68500071,1034.384344,24.095,27.06500025,37330.71388,271747.0526,18695.7311
2016-11-28 9:53:36,152.9032258,2521.447974,26.92500057,1034.506924,24.1,27.04000015,37333.16648,276317.3053,18821.31498
2016-11-28 9:58:37,95.48387097,2464.989475,25.68000069,1034.54611,24.02,26.88999958,37218.28188,273686.6982,18813.01454
2016-11-28 10:03:37,97.09677419,2407.538873,25.65500059,1034.648595,23.91,26.88999958,37418.88355,270993.7877,18869.83686
2016-11-28 10:08:37,126.9354839,2358.078417,25.61000042,1034.744549,23.91,26.85499945,37611.37352,268002.7785,18873.90704
2016-11-28 10:13:37,94.19354839,2309.740198,25.58500032,1034.875167,23.73,26.89499969,38184.84777,261891.5724,18744.14039
2016-11-28 10:18:38,94.83870968,2268.406435,26.76999998,1034.948514,23.76,26.98499994,38505.2457,261802.6175,18647.50283
2016-11-28 10:23:38,95.32258065,2224.427423,25.22500029,1035.039947,23.755,27.47000017,38552.75175,262218.0107,18519.70091
2016-11-28 10:28:38,109.6774194,2184.384571,25.03000011,1035.037937,23.64,27.79999962,38482.71836,261480.4375,18460.20195
2016-11-28 10:33:38,96.12903226,2142.451196,25.08500032,1035.031909,23.71,27.67500029,38359.63484,259437.2206,18334.14478
2016-11-28 10:38:39,100.3225806,2098.646674,25.11500044,1035.094706,23.74,27.58500032,38413.80341,258446.9549,18185.77486
2016-11-28 10:43:39,107.0967742,2062.977169,25.13500052,1035.130877,23.705,27.48999996,38589.99557,257376.1961,18116.05141
2016-11-28 10:48:39,100.1612903,2033.177735,25.31999989,1035.117815,23.615,27.18499966,38000.34085,266008.4583,18185.77486
2016-11-28 10:53:39,103.7096774,1996.494966,25.57500029,1035.179608,23.82,26.80499954,37731.02206,263336.1393,18170.26896
2016-11-28 10:58:40,98.06451613,1967.720915,25.59000034,1035.126858,24.005,26.81499949,37341.4968,260029.5417,18058.1966
2016-11-28 11:03:40,96.29032258,1941.173023,25.6300005,1035.155996,24.24,26.75500011,37561.36552,264760.9867,18054.34668
2016-11-28 11:08:40,96.12903226,1916.830841,25.71000042,1035.215277,24.345,26.69500046,38221.63214,265240.8776,18100.60932
2016-11-28 11:13:41,92.74193548,1896.049274,25.91499968,1035.255467,24.52,26.55500021,38893.8838,268972.5408,18236.31341
2016-11-28 11:18:41,109.3548387,1867.762192,26.01500006,1035.306207,24.69,26.66000052,39364.74365,279992.9207,18472.76047
2016-11-28 11:23:41,101.6129032,1756.145711,25.9749999,1035.216784,24.995,26.91000023,39798.41261,290816.2261,18764.53608
